ArticleId,ArticleTitle,Recommendation1,Recommendation2,Recommendation3,Recommendation4,Recommendation5
-3462051751080362224,Support your Gmail users more easily with revamped bounce messages and message headers,Add images to questions and answers in Google Forms,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Ouça a música criada pela inteligência artificial do Google | Google Discovery,App do YouTube ganha sistema de bate-papo privado | Google Discovery,Ceviche de Salmão com Maracujá
-3460883803089049921,Marketing Technology Landscape Supergraphic (2016) - Chief Marketing Technologist,Martech and ad tech convergence: myth or reality?,A smart home is where the bot is,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",77 Startups Powering The Future Of Farming And Agribusiness,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona
-3450690190989108770,Why AI consolidation will create the worst monopoly in US history,Apple's Machine Learning Has Cut Siri's Error Rate by a Factor of Two,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Asus ready to take bite of 'Pi' market with Tinker micro PC,Google's Tensor Processing Unit explained: this is what the future of computing looks like,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-3428996085514172371,Facebook at Work pushed to 'later this year',Chat app Kik launches a bot store and anyone can make bots for it,Fooling The Machine,Aggregations,Behind Facebook Messenger's plan to be an app platform,Quip now connects with Slack to help teams kick more butt across the globe
-3417523159811412977,Desenvolvimento Efetivo na Plataforma Microsoft: o livro.,Microsoft and HackerRank bring executable code snippets to Bing's search results pages,Adulterated Objective-C,French Senate Will Debate on Bitcoin Regulation,Modelando APIs REST com Swagger,Xamarin for Everyone
-3410781775610270991,Deep Learning Demystified,Debug Site Performance Using Web Profiler in Drupal 8,Customer Supplied Encryption Keys in Cloud Storage now in beta,Omnitone: Spatial audio on the web,Introduction to Natural Language Processing - University of Michigan | Coursera,Compute Engine now with 3 TB of high-speed Local SSD and 64 TB of Persistent Disk per VM
-3405516291669853723,TEDxSãoPaulo,"Tim Cook Reaches Five Years as Apple CEO, Unlocks Over $100 Million in Bonuses",BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Game Of Thrones e suas lições de liderança | Endeavor Brasil,O seu conteúdo está preparado para as duas internets?,Ordering coffee in Italy: the 10 commandments
-3404981437157985820,BigQuery goes wide: this week on Google Cloud Platform,Kubernetes,39 studies about human perception in 30 minutes,Spark comparison: AWS vs. GCP,Here's How Google Makes Sure It (Almost) Never Goes Down,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog"
-3400154175330058574,Skill swarms - a new way to share expertise and work smarter together - Skillhive,How to grow your startup with no budget,Slack raises $200m at $3.8b valuation for business messaging,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling,Platforms are the real powerhouses in Silicon Valley's business landscape,The Startup Zeitgeist
-3395906801262755897,CHATBOTS EXPLAINED: Why businesses should be paying attention to the chatbot revolution,Unilever: The biggest digital start-up in the world?,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",IBM Watson: Talking To An Ad,"Amazon tem 31% do mercado de infraestrutura em nuvem, segundo Gartner - Computação na Nuvem",Cracks are showing in Uber but the company coming out of the shell is not what you thought
-3387888707667201720,"Após 9 meses de operação e sucesso meteórico, Uber é vendido na China.",Apple Adds to Vintage Software Collection With eBay Purchase,Grupo Abril oficializa novo posicionamento - Meio & Mensagem,Sesi oferece curso de LIBRAS com certificação de 40 horas,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Joel on Software
-3387298624573211014,"Facebook lança Workplace, versão da rede social para empresas",[Live Webinar] Measuring Enterprise Agility Best practice measures for tracking agile and DevOps performance,[Videos] This fake TED Talk about nothing might be the best you've ever seen,[Videos] Bill Gross: The single biggest reason why startups succeed,"[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!
-3368357500455466403,O Empreendedorismo no Mercado de Seguros,Bitcoin / Blockchain,Cape Analytics raises $14 million to use computer vision for better insurance quotes,Democratizing AI,Principais startups do ramo de saúde criam o 1o Cluster de Saúde Digital do Brasil | EXAME.com,VISA to Test Blockchain Payments among Banks; a SWIFT Rival?
-3367778232969996503,"Good riddance, gig economy: Uber, Ayn Rand and the awesome collapse of Silicon Valley's dream of destroying your job",Slice Labs raises $3.9M to insure on-demand workers when they're on the job,Why Erlang Matters,Breaking: Apple's Search Ads go LIVE!,Andrew Ng: What AI Can and Can't Do,Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games
-3363563881552061188,Do you want Crappy Agile?,Nintendo has doubled in value since Pokémon Go's release,Magic Quadrant for Business Intelligence and Analytics Platforms,Automation and anxiety,"Agile is Dead, Long Live Continuous Delivery - Gradle",Building organizational capabilities: McKinsey Global Survey results
-3357295447978726475,Change lessons from pharma and med tech,NOW NEW NEXT: How growth champions create new value,Cover-More to raise $73.3 million to buy Travelex insurance unit,Capturing China's $5 trillion productivity opportunity,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018
-3351990231604537690,Carrinho de criança carrega seu smartphone usando geradores instalados nas rodas,Um misterioso vórtice escuro surgiu sobre Netuno,Quem pediu mais um formato de cartão de memória? Ninguém? Eis o UFS!,Nokia vai voltar ao mercado de smartphones,Patente do Google prevê carro que gruda pedestres atingidos no capô,Um objeto longínquo mais distante que Plutão está entrando em foco
-3351656282247453586,Microsoft expands its support for Docker containers,Características de Arquiteturas Evolutivas,Lições de empreendedorismo com a série The 100,Sphero's BB-8 toy will now watch The Force Awakens with you,Facebook wants to change the way Australians use mobile banking,The Progress of Web Apps - On the Edge
-3351652027149912881,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow","A Neural Network for Machine Translation, at Production Scale",Mastering Software Development in R · Simply Statistics,A Technical Primer On Causality,6 reasons why I like KeystoneML,ESA says doomed Mars lander succumbed to bad altitude reading
-3348652277274905234,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Google's Tensor Processing Unit explained: this is what the future of computing looks like,Asus ready to take bite of 'Pi' market with Tinker micro PC,Put a ring on it: three smart rings with plenty of beauty and brains,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-3348458175249982599,Teori afasta Eduardo Cunha do mandato na Câmara,Coca-cola traz ao Brasil sabores cereja e baunilha,"contentId
9033884391004475493    The Art of the OKR
9033884391004475493    The Art of the OKR
Name: title, dtype: object",Como o novo algoritmo do Facebook afeta sua estratégia de Marketing,"contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object","Detecting the use of ""curl | bash"" server side"
-3338916066794638254,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Why Is Learning Drupal Hard?,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
-3336755617029300430,Inception (2010),Ahead of the curve: The future of performance management,"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy",7 lessons about finding the work you were meant to do,Accept questions from your audience when presenting in Google Slides,The Hateful Eight (2015)
-3324787160651928845,Biggy quer melhorar recomendação de produtos no e-commerce nacional com big data - Empresas Tech,GPU Acceleration in Databricks,O IPO é a saída para a Netshoes?,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Building a Facebook Chat Bot with Node and Heroku,"Como o e-commerce brasileiro pode, enfim, começar a lucrar"
-3307413259092352650,An Overly Thorough Guide To Underused Android Libraries,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),AWS Certified Solutions Architect Professional – Study Guide – Domain 6.0: Security (20%),UE não dá sossego ao Google. Novo alvo? O AdSense
-3302834510061927448,Bayer anuncia compra da Monsanto por US$ 66 bilhões,"Heroína, nazistas e agente laranja: por dentro da fusão do ano","Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online",'Robô-rancheiro' conseguirá cuidar sozinho de fazendas de gado,Largest IoT Event Kicks Off at Santa Clara Convention Center,SIG Combibloc lança campanha para Américas e consolida sua proposta de valor
-3299064309968644318,This CEO Runs a Billion-Dollar Company With No Offices or Email,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,Behind Facebook Messenger's plan to be an app platform,We spent a week making Trello boards load extremely fast. Here's how we did it.,Aggregations,And the winner of Startup Battlefield at Disrupt SF 2016 is... Seenit
-3295913657316686039,Amazon takes on Skype and GoToMeeting with its Chime video conferencing app,"Mastercard disponibiliza autenticação de pagamento por ""selfie"" no Brasil e México - Startupi",5 Latin Trends for 2017 | TrendWatching,O deslize da Pepsi ajudou a Pizza Hut e KFC,"Desenvolvendo Android, por onde começar? - Android Dev BR",5 Internet Trends to Pay Attention to in Late 2016
-3295730307439884506,[1312.4645v4] A Bayesian Approach to Graphical Record Linkage and De-duplication,Mastering Software Development in R · Simply Statistics,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Money 20/20 Panel: Artificial Intelligence and Machine Learning,[Teste] Quer saber como está seu português? - Runrun.it Blog,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow"
-3285620956704836473,The Top 10 Companies Millennials Want to Work For,Como o Trello foi de 4 a 17 milhões de usuários,Family photo sharing platform Togethera shutters after low growth numbers,Relating a Problem Definition to IoT Architecture | Intel® Software,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi
-3285397592982852407,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo,Conversational Banking; from branches to bots. - Chatbots Magazine,Why your wallet is becoming the next platform,Auka brings Google Cloud-powered banking to Europe,Confused by blockchains? Revolution vs Evolution,Measuring email effectiveness in retail banking
-3275688295651945765,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,E os vencedores do Latam Founders Awards 2016 são... - Startupi,Fintechs: elas podem dominar o setor financeiro?,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,"Windows 10 Mobile news recap: Nadella teases ""ultimate"" device, Surface Phone spec rumors and more | On MSFT","Microsoft Is Now 'Open By Default', Says Xamarin Founder Miguel de Icaza"
-3269885695260066314,The Competitive Landscape for Machine Intelligence,This Super Accurate Portrait Selection Tech Uses Neural Networks,"contentId
365571143597993923    Power to the People: How One Unknown Group of ...
365571143597993923    Power to the People: How One Unknown Group of ...
Name: title, dtype: object",Exclusive: Why Microsoft is betting its future on AI,The Competitive Landscape for Machine Intelligence,New Sessions Added To Google I/O 2016 Schedule
-3267081294086663175,Microsoft's Digital Post-It Is Powered By Your Office's Horrible Lighting,Google releases keyboard for the iPhone with built-in search features,Browser Ball,Sweden's Greta wants to disrupt the multi-billion dollar CDN market,O WhatsApp do Google chegou e se chama Allo,Google unveils a gigapixel 'Art Camera' that lets you view paintings down to the brushstrokes
-3265730906936163775,"contentId
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object",Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,"contentId
-4248528062574538011    Preventing Software Bugs from Ever Occurring -...
-4248528062574538011    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object","contentId
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object","contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object","Google Drive grows more powerful, feature by feature - TechRepublic"
-3258959365023720872,Sophia Genetics chega à América Latina para democratizar a Data-Driven Medicine,Dasa multiplica lucro em 6 vezes no terceiro trimestre,The omnichannel customer experience is poised to take off in regulated industries,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Fusão de startups cria uma das maiores de tecnologia em saúde do Brasil,Dasa compra rede de laboratórios SalomãoZoppi
-3248233692182971167,Debugging WordPress: 11 Powerful Tips and Techniques,1. Why ecommerce matters,"Filtering and formatting fun with gcloud, GCP's command line interface","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object",Measuring the Benefits of Software Reuse,3. The case for Drupal and SaaS
-3234984575507976056,MasterTech - Como ter um bom relacionamento com a Escrita,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year",Today in Apple history: Steve Jobs resigns as Apple CEO,How Green Was My Valley (1941),Today in Apple history: iCloud takes our files and photos to the sky | Cult of Mac,"contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object"
-3231932874544830919,Facebook vai lançar sua nova rede social corporativa no mês que vem,Empresas de tecnologia preparam mais demissões após cortes na Cisco,"Dilma Rousseff's Impeachment Isn't a Coup, It's a Cover-Up",Don't Waste Your Time on Networking Events,Siemens and General Electric gear up for the internet of things,"Empresas brasileiras correm para ""ajustar"" cultura interna | EXAME.com"
-3224698078244963479,20 Awesome PHP Libraries For Early 2017,Containers - Clean up your House,Speed Up a WordPress Website in 8 Steps,Moving the Drupal 8 workflow initiative along,Drush 9 Roadmap,Dries Distributions remain a growing opportunity for Drupal - Buytaert
-3211843544085892873,DTCC CEO Addresses Blockchain Disruption in Annual Shareholder Letter - CoinDesk,"Feeding 10 billion people with cloud computing: Land O'Lakes, Inc. moves to Google Cloud Platform",Making open source data more available,Plug the Fathom Neural Compute Stick into any USB device to make it smarter,Lessons learned from a year of using live migration in production on Google Cloud,"Bitcasa killing Drive cloud storage service on May 20, will focus on 'growing platform business'"
-3206777048078326150,Google IO 2016: A look at how not to run a large event,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,VR possibilities at Google I/O 2016: Four things I'm hoping to see,Event Map For Google I/O 2016 Released,"Rumor: ""Android VR"" Will Launch At I/O With Standalone Headset, Reference Appears In Unreal Engine","Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale"
-3201623914150480647,Another option for file sharing,Mark A Trello Card As Done (And Drop The Mic On That Task),"contentId
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
-3265730906936163775    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object",9 Rules of Open-Office Etiquette,Introducing Google Cloud Search: Bringing the power of Google Search to G Suite customers,"contentId
-4248528062574538011    Preventing Software Bugs from Ever Occurring -...
-4248528062574538011    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object"
-3191013159715472435,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão,MIT and Microsoft Research made a 'smart' tattoo that remotely controls your phone,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,Command-line utilities,What DeepMind brings to Alphabet
-3179358869851478234,Not Your Father's Insurance Industry - Insurance Thought Leadership,How to Create an Exponential Mindset,Carros conectados impulsionarão diferentes indústrias | Sonho Seguro,O Empreendedorismo no Mercado de Seguros,The Home Of The Internet Of Things: Everywhere,Bitcoin / Blockchain
-3173020603774823976,Welcome Google Cloud Platform!,"Franz - from idea to 10,000 daily active users in 26 days - Meet Franz",Why Google App Engine rocks: A Google engineer's take,Tensorflow wins,The AI business landscape,"Dag Kittlaus, co-founder of Siri, will give the world's first demo of a next gen AI called Viv at Disrupt NY"
-3170855186954139022,Introducing JQL: A Query Language for Analytics,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling,How to grow your startup with no budget,Slack raises $200m at $3.8b valuation for business messaging,The Startup Zeitgeist,Platforms are the real powerhouses in Silicon Valley's business landscape
-3170829374166745427,[Article] 23 fascinating diagrams reveal how to negotiate with people around the world,Capturing China's $5 trillion productivity opportunity,Cover-More to raise $73.3 million to buy Travelex insurance unit,Australian Bitcoin Entrepreneur Launches Robo-Advice Platform,Johnson & Johnson Targets 85% of Apps in Cloud by 2018,Neoliberalismo a ideologia na raiz de todos os nossos problemas
-3170783292462058942,Não existe frete grátis!,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Dafiti registra alto crescimento no 1º semestre de 2016,Yahoo discloses hack of 1 billion accounts,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine
-3169423801125605259,Amazon has a huge opportunity in grocery delivery,Honda fortalece estratégia para desenvolver tecnologias inteligentes - B!T magazine,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why",How Starbucks became so successful at coaxing consumers to pay with smartphones,Sympathy for Lady Vengeance (2005),Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!
-3161714324304758767,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Pinterest Reinvents Itself to Prove It's Really Worth Billions,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Is the Chatbot Trend One Big Misunderstanding?,Apple is working on an AI system that wipes the floor with Google and everyone else,Staying one step ahead at Pixar: An interview with Ed Catmull
-3136683414587095274,Marketplace,O início problemático dos chatbots no Facebook Messenger,Por que o Walmart não é Walmart no Brasil,Portal Mercado & Consumo,Taco Bell chega ao Brasil no segundo semestre desse ano,Why Walmart wants to buy Jet.com and what you need to know about the potential deal
-3134743773662773628,Deck describing how MSFT plans to use Linkedin,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had",'Magenta' Is Google's New Project To Make Art With Artificial Intelligence,Wide & Deep Learning: Better Together with TensorFlow,DeepMind moves to TensorFlow,8 things to expect from Google's biggest event of the year
-3130182799308303924,"XP lançará robô que seleciona melhores investimentos para clientes, diz CEO","""It's time for self-directed 'smart' investing"" - An Interview With Swanest CEO Silvan Schumacher - Smart Money Smart Living",MOBILE TIME - Santander lança app dedicado aos clientes do ensino superior,"Sompo Seguros aproveita ""onda"" do Pokémon Go para alertar sobre segurança no trânsito | Sonho Seguro",The future of financial infrastructure: An ambitious look at how blockchain can reshape financial services,Banks find blockchain hard to put into practice - FT.com
-3125361793069842594,How Starbucks became so successful at coaxing consumers to pay with smartphones,Sympathy for Lady Vengeance (2005),Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,Taco Bell chega ao Brasil no segundo semestre desse ano,App da Natura ganha recurso que permite pesquisar consultoras e pontos de venda mais próximos,"Millennials Don't Care About Owning Cars, And Car Makers Can't Figure Out Why"
-3114161754347804356,"contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object",Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,"contentId
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
Name: title, dtype: object","Ava wants to molecularly replicate high-end wines, no grapes necessary",The SFMOMA's New App Will Forever Change How You Enjoy Museums,"contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object"
-3113913063173722290,A lição de um grande mestre de xadrez para resolver problemas,Cinco dicas de executivos de sucesso para se dar bem na vida e no trabalho,"Testes mostram um ótimo desempenho do ""Ubuntu on Windows""",20 Percent Will Stop Reading Your Email If You Make This One Mistake,Game Of Thrones e suas lições de liderança | Endeavor Brasil,SyntaxNet in context: Understanding Google's new TensorFlow NLP model | Blog
-3110580810771259448,Webinar do AEM para ajuda na preparação para fazer a prova de certificação.,Adobe Solution Partner Program News,"Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",App do Google Search para Android agora busca por músicas no Brasil | Google Discovery,Google moves to replace Flash with HTML5,"Finding an apartment to rent is as easy as hitting ""Send"" with Trulia's new Facebook Messenger bot"
-3105075547863520421,Peter Doig sued for disavowing 40-year-old painting,Peter Doig sued for disavowing 40-year-old painting,Cello,MacOS Sierra Preview,NES Classic Edition Coming This November,Espressif Releases ESP8266-Killer!
-3102652803014865472,Conselho da SABMiller aceita proposta de compra da AB InBev,Here's How L'Oréal Plans To Continue Its Digital Innovation,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Ultrapar aprova investimento adicional de R$ 196 milhões para a Ipiranga,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre"
-3102446808559723934,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,"contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object",How to scale yourself: the '99/50/1' framework - The Mission,KPIs: por que eles são essenciais para medir o seu sucesso?,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",TI Bimodal? Receita para o desastre...
-3095494965842381869,"Fintechs can help incumbents, not just disrupt them",This is the scientific reason we're addicted to our phones,Organizing for digital acceleration: Making a two-speed IT operating model work,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Don't take my money: Why mobile payments haven't taken off - yet,Adobe CQ/Adobe AEM
-3077386995956755130,Startup uses deep learning to let you shop for items by snapping photos,Sympathy for Lady Vengeance (2005),Amazon passa Google como ponto de partida para buscas de e-commerce - IDG Now!,How Starbucks became so successful at coaxing consumers to pay with smartphones,Taco Bell chega ao Brasil no segundo semestre desse ano,App da Natura ganha recurso que permite pesquisar consultoras e pontos de venda mais próximos
-3073433549435888423,Pesquisa do Google mostra a influência do digital no varejo brasileiro | Google Discovery,Serious Business: Is The Sharing Economy Good For Business?,The invention that helped me write again - BBC News,PICNIC,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?
-3071732669882279801,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Dasa compra rede de laboratórios SalomãoZoppi,The omnichannel customer experience is poised to take off in regulated industries,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,Onde a tecnologia e o cuidado se encontram? - Saúde Business
-3061741807736367554,"Explore in Docs, Sheets and Slides makes work a breeze - and makes you look good, too",Google Cloud Platform sets a course for new horizons,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Cartilha sobre técnicas de bioconstrução,Two Different Sales Motions . . . .,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live"
-3060116862184714437,Where is the bank's digital vision? - Chris Skinner's blog,The cynical bankers' trick: show me the money - Chris Skinner's blog,Slack raises $200m at $3.8b valuation for business messaging,Platforms are the real powerhouses in Silicon Valley's business landscape,How to grow your startup with no budget,Ingenious Shirt Uses Recognizable Icons to Help Break Language Barriers When Traveling
-3059841990815099417,AWS Certified Solutions Architect Professional – Study Guide – Domain 2.0 Costing,AWS Certified Solutions Architect Professional – Study Guide – Domain 5.0: Data Storage for a complex large scale deployment,AWS Certified Solutions Architect Professional – Study Guide – Domain 4.0: Network Design for a complex large scale deployment (10%),"contentId
3884256359744615997    So, You Want A Table, Huh?
3884256359744615997    So, You Want A Table, Huh?
Name: title, dtype: object",What Software Engineers Earn Compared to the General Population,Communication Within an Android App With EventBus
-3058031327323357308,The Java 8 API Design Principles,Labyrinth of Lies (2014),Punch-Drunk Love (2002),The Big Lebowski (1998),Mulholland Drive (2001),Dogville (2003)
-3040610224044779845,Things you probably didn't know you could do with Chrome's Developer Console,Mobify report reveals impact of mobile website speed,Falling for Web Components,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine","contentId
7944907848226041964    Cego é destaque entre os fotógrafos que regist...
7944907848226041964    Cego é destaque entre os fotógrafos que regist...
Name: title, dtype: object",Getting Ready For HTTP/2: A Guide For Web Designers And Developers - Smashing Magazine
-3037091822980174821,Paquetá investe em tecnologia inédita no varejo brasileiro,GRI Magazine 4ª Edição,TI Bimodal? Receita para o desastre...,3 Pillars of the Most Successful Tech Products,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com",Portal Mercado & Consumo
-3027055440570405664,Joel on Software,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts","contentId
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
8200662919796009914    Cartography Comparison: Google Maps & Apple Maps
Name: title, dtype: object","contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object",How Green Was My Valley (1941),Today in Apple history: Steve Jobs resigns as Apple CEO
-3020916840917845519,Hype Driven Development,Tasting Dagger 2 on Android,"Why Performance Matters, Part 3: Tolerance Management - Smashing Magazine",Pury - New Way to Profile Your Android Application,Criando ícones animados no Android,Introduction To Chatbots
-3015446245469915661,"Ai, que preguiça | Site Drauzio Varella",Bolinho de Arroz sem Glúten - facílimo de fazer!,1º Congresso Brasileiro de IoT - Embarcados,Irresistível: cebola recheada com carne moída e enrolada no bacon,Peças Translúcidas,LIBERAÇÃO MIOFASCIAL - O QUE É E COMO FAZER
-2990485643677949494,"contentId
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
-2990485643677949494    The Secret History of Agile Innovation
Name: title, dtype: object","contentId
-3114161754347804356    How Google sets goals: OKRs - GV Library
-3114161754347804356    How Google sets goals: OKRs - GV Library
Name: title, dtype: object",Senior Solution paga R$ 50 mi pela att/PS e reforça portfólio com software para core banking,"Ava wants to molecularly replicate high-end wines, no grapes necessary","contentId
4315784099325221836    tins ::: Rick Klau's weblog
4315784099325221836    tins ::: Rick Klau's weblog
Name: title, dtype: object",The SFMOMA's New App Will Forever Change How You Enjoy Museums
-2976850014387537414,Google: Here's how a software update knocked out our App Engine cloud | ZDNet,Dries Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert,"contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object",3. The case for Drupal and SaaS,1. Why ecommerce matters
-2976309714446243509,12 Agile principles,Software Architecture Patterns,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","contentId
-2377881752614744441    Certeza que devemos marcar uma reunião?
-2377881752614744441    Certeza que devemos marcar uma reunião?
Name: title, dtype: object",Lançado 1º E-commerce de Mão de Obra Operacional do Brasil,8 Books Stanford MBAs Recommend You Read This Summer
-2967429522197137387,2.3.0 Release Notes,Infrequently Noted,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,Touch (TV Series 2012-2013),"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",Orphan Black (TV Series 2013- )
-2962461122453899874,Honda revela conceito de carro com 'emoções' e inteligência artificial,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre",Creating value in auto finance with vLendRight | Kevin Moseri,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Conheça o Relatório de Informações do Público Alvo do GA :)
